id_school,university_name,world_rank,national_rank,alumni,award,hici,ns,year
325,Shanghai Jiao Tong University,101-150,01-abr,0,0,12.6,10.6,2015
1164,Swiss Federal Institute of Technology Lausanne,101-150,5,0,0,26.1,29.2,2015
123,Technical University of Denmark,101-150,3,5.1,11.5,21.1,14.6,2015
882,The University of Glasgow,101-150,oct-17,7.3,0,24.9,18.5,2015
1166,The University of New South Wales,101-150,05-jul,0,0,20.2,17.8,2015
852,The University of Sheffield,101-150,oct-17,17.8,13.3,18.4,17.5,2015
884,The University of Texas M. D. Anderson Cancer Center,101-150,52-65,0,0,28.2,21.4,2015
132,Tohoku University,101-150,5,14.5,0,23.9,21,2015
58,Tsinghua University,101-150,01-abr,10.3,0,10,26.8,2015
53,Tufts University,101-150,52-65,18.5,16.3,20.1,15.4,2015
127,University of Alberta,101-150,05-jun,11.5,0,23.9,19.2,2015
165,University of Amsterdam,101-150,05-jul,5.1,0,20.8,18.8,2015
146,University of Birmingham,101-150,oct-17,18.5,9.4,20.8,12.7,2015
117,"University of California, Riverside",101-150,52-65,12.6,0,24.7,23.9,2015
854,University of Frankfurt,101-150,05-ago,30.3,0,19.6,21.2,2015
133,University of Freiburg,101-150,05-ago,18.5,18.8,13,24.4,2015
851,University of Goettingen,101-150,05-ago,30.8,14.9,13.1,20,2015
168,University of Leeds,101-150,oct-17,17,0,18.4,18.4,2015
166,University of Liverpool,101-150,oct-17,17,13.3,14.9,18.6,2015
864,University of Massachusetts Amherst,101-150,52-65,13.6,0,32,16.9,2015
865,University of Massachusetts Medical School - Worcester,101-150,52-65,0,20,15.9,24.9,2015
138,University of Montreal,101-150,05-jun,11.5,0,17.2,17.3,2015
866,University of Muenster,101-150,05-ago,19.2,13.3,14.8,14.7,2015
176,University of Nottingham,101-150,oct-17,11.5,20,19.1,15.9,2015
203,University of Rochester,101-150,52-65,24.6,7.7,25.2,20.8,2015
869,University of Sao Paulo,101-150,1,0,0,12.2,12.1,2015
90,University of Southampton,101-150,oct-17,0,0,24.6,19.5,2015
71,University of Sydney,101-150,05-jul,14.5,0,9.6,18.1,2015
72,University of Virginia,101-150,52-65,0,0,27,27.7,2015
894,University of Wageningen,101-150,05-jul,0,0,24.1,19.8,2015
1167,University Paris Diderot - Paris 7,101-150,05-jun,11.5,9.4,14.9,30.2,2015
872,Weizmann Institute of Science,101-150,3,17.8,16.3,17,34.7,2015
198,Zhejiang University,101-150,01-abr,0,0,7.1,13.5,2015
228,Cardiff University,151-200,18-21,0,16.3,13.6,17.8,2015
857,Catholic University of Louvain,151-200,4,10.3,13.3,15.9,9.1,2015
873,Erasmus University,151-200,8,0,14.9,22,8,2015
251,Fudan University,151-200,05-jul,0,0,12.2,13.1,2015
314,George Mason University,151-200,66-78,0,31.9,5.1,8.9,2015
287,Hokkaido University,151-200,06-jul,11.5,16.3,7.2,15.6,2015
157,Iowa State University,151-200,66-78,0,0,20.1,17.1,2015
874,Joseph Fourier University (Grenoble 1),151-200,07-ago,0,14.9,16.3,21.9,2015
423,King Abdulaziz University,151-200,01-feb,0,0,29.1,7.2,2015
455,King Saud University,151-200,01-feb,0,0,32.5,5.9,2015
174,Nanyang Technological University,151-200,2,0,0,11.2,10.5,2015
115,National Taiwan University,151-200,1,11.5,0,13.9,11.6,2015
877,North Carolina State University - Raleigh,151-200,66-78,0,0,25.2,12.8,2015
488,Oregon Health and Science University,151-200,66-78,0,0,20.8,22.1,2015
419,Oregon State University,151-200,66-78,10.3,0,23,21.2,2015
121,Queen Mary University of London,151-200,18-21,17.8,0,18.1,13.7,2015
324,Sapienza University of Rome,151-200,01-may,11.5,13.3,5.1,12.1,2015
171,Sun Yat-sen University,151-200,05-jul,0,0,8.7,9.9,2015
215,Tel Aviv University,151-200,4,0,0,20.7,14.8,2015
879,The Chinese University of Hong Kong,151-200,01-feb,0,14.1,15.1,5.2,2015
907,The University of Adelaide,151-200,8,14.5,0,16.3,12.9,2015
861,The University of Georgia,151-200,66-78,0,0,20.6,16.7,2015
910,The University of Hong Kong,151-200,01-feb,0,0,17.5,14.2,2015
113,Tokyo Institute of Technology,151-200,06-jul,12.6,0,15.9,15.3,2015
76,Trinity College Dublin,151-200,1,10.3,13.3,12.3,13.1,2015
142,University of Barcelona,151-200,1,0,0,15.1,11.7,2015
204,University of Bern,151-200,6,12.6,0,16.3,19.2,2015
886,University of Buenos Aires,151-200,1,14.5,24,0,9.7,2015
160,University of Delaware,151-200,66-78,10.3,16.3,20.1,10,2015
184,University of Exeter,151-200,18-21,0,0,17.8,18.4,2015
239,University of Gothenburg,151-200,5,0,15.4,12.3,14.5,2015
258,University of Hamburg,151-200,sep-13,11.5,0,13.9,21.7,2015
863,University of Hawaii at Manoa,151-200,66-78,0,0,20.1,22.9,2015
197,University of Illinois at Chicago,151-200,66-78,0,0,21,14.5,2015
134,University of Iowa,151-200,66-78,0,0,20.3,18.8,2015
276,University of Kiel,151-200,sep-13,10.3,13.3,13.8,13.7,2015
888,University of Koeln,151-200,sep-13,0,11.5,8.6,19.3,2015
218,University of Miami,151-200,66-78,0,0,22,14.7,2015
259,University of Milan,151-200,01-may,17,0,14.2,9.6,2015
262,University of Padua,151-200,01-may,0,0,11.3,16.1,2015
892,University of Paris Descartes (Paris 5),151-200,07-ago,11.5,9.4,12.2,13.5,2015
341,University of Pisa,151-200,01-may,13.6,23.1,7.2,6.5,2015
50,University of Science and Technology of China,151-200,05-jul,0,0,15.9,13.9,2015
80,University of Sussex,151-200,18-21,0,22.4,15.2,12.1,2015
893,University of Tennessee - Knoxville,151-200,66-78,10.3,0,17.9,14.2,2015
870,University of Tuebingen,151-200,sep-13,22.4,0,12.2,17.4,2015
421,University of Turin,151-200,01-may,15.4,0,16.2,8.5,2015
195,University of Vienna,151-200,1,13.6,0,15.9,21.1,2015
871,University of Wuerzburg,151-200,sep-13,19.2,0,18.9,15,2015
895,Virginia Commonwealth University,151-200,66-78,10.3,14.1,15.9,7.8,2015
227,Autonomous University of Barcelona,201-300,02-may,0,0,5,12.9,2015
286,Autonomous University of Madrid,201-300,02-may,0,0,11.3,9.9,2015
968,Beijing Normal University,201-300,ago-13,15.4,0,5,7.9,2015
207,Brandeis University,201-300,79-102,19.2,0,8.6,18.8,2015
313,Charles University in Prague,201-300,1,8.9,0,0,9,2015
224,City University of Hong Kong,201-300,03-abr,0,0,18.1,1.5,2015
422,Claude Bernard University Lyon 1,201-300,sep-15,10.3,0,0,18.8,2015
249,Colorado State University,201-300,79-102,0,0,20.3,14.2,2015
527,Complutense University of Madrid,201-300,02-may,19.2,0,0,8.6,2015
357,Curtin University,201-300,09-nov,0,0,8.7,12,2015
193,Dalhousie University,201-300,jul-16,0,0,12.2,13.1,2015
99,Dartmouth College,201-300,79-102,17.8,0,20.7,14.4,2015
151,Delft University of Technology,201-300,09-oct,11.5,0,8.6,18.1,2015
85,Durham University,201-300,22-28,0,0,19.6,14.6,2015
973,Ecole Normale Superieure - Lyon,201-300,sep-15,0,20,3.6,14.5,2015
487,Florida State University,201-300,79-102,0,0,14.6,16.2,2015
1201,Vrije Universiteit Brussel (VUB),201-300,05-jun,13.6,0,5,10,2015
362,Harbin Institute of Technology,201-300,ago-13,0,0,8.7,5.4,2015
586,Huazhong University of Science and Technology,201-300,ago-13,0,0,0,8.7,2015
936,Indiana University-Purdue University at Indianapolis,201-300,79-102,0,0,7.1,12.8,2015
713,Jilin University,201-300,ago-13,0,0,0,8.9,2015
938,Karlsruhe Institute of Technology (KIT),201-300,14-21,0,0,12,14.9,2015
897,Korea Advanced Institute of Science and Technology,201-300,02-may,0,0,8.3,14.1,2015
252,Korea University,201-300,02-may,0,0,8.7,8.7,2015
194,KTH Royal Institute of Technology,201-300,06-jul,0,14.9,3.6,10.3,2015
267,Kyushu University,201-300,08-sep,0,0,13.1,12.3,2015
413,Laval University,201-300,jul-16,0,0,15,8.6,2015
875,Louisiana State University - Baton Rouge,201-300,79-102,0,0,13.6,14.3,2015
225,Maastricht University,201-300,09-oct,0,0,10.7,5.9,2015
253,Macquarie University,201-300,09-nov,0,0,18.1,13.1,2015
424,Medical University of Vienna,201-300,02-mar,8.9,9.4,8.6,9.3,2015
120,Nanjing University,201-300,ago-13,0,0,0.7,9.3,2015
435,National Autonomous University of Mexico,201-300,1,12.6,0,3.3,8.5,2015
107,National Tsing Hua University,201-300,2,12.6,0,5.1,12.9,2015
153,Newcastle University,201-300,22-28,0,0,12.2,15.2,2015
231,Northeastern University,201-300,79-102,0,0,15.9,16.5,2015
898,Paul Sabatier University (Toulouse 3),201-300,sep-15,0,0,12.3,20.2,2015
899,Polytechnic Institute of Milan,201-300,06-ago,7.3,14.9,5,7,2015
155,Pompeu Fabra University,201-300,02-may,0,0,5,19.7,2015
901,Queen's University,201-300,jul-16,0,0,13.1,11.9,2015
182,RWTH Aachen University,201-300,14-21,0,0,16.3,6.3,2015
199,Simon Fraser University,201-300,jul-16,0,0,12.2,13.2,2015
78,Stony Brook University,201-300,79-102,0,0,14.8,18.4,2015
948,Sungkyunkwan University,201-300,02-may,0,0,0,11.1,2015
200,Swedish University of Agricultural Sciences,201-300,06-jul,0,0,13.3,14.3,2015
904,The George Washington University,201-300,79-102,11.5,0,6.3,12,2015
906,The Hong Kong University of Science and Technology,201-300,03-abr,0,0,17.4,9.2,2015
908,The University of Auckland,201-300,01-feb,13.6,0,10.1,11.9,2015
881,The University of Calgary,201-300,jul-16,0,0,13.8,13.6,2015
950,The University of Dundee,201-300,22-28,0,0,16.8,16.9,2015
911,The University of New Mexico - Albuquerque,201-300,79-102,0,0,14.9,16.8,2015
883,The University of Texas Health Science Center at Houston,201-300,79-102,0,15.4,13.9,11.3,2015
1202,Toulouse School of Economics,201-300,sep-15,0,29.8,8.6,0,2015
273,TU Dresden,201-300,14-21,0,0,10.7,14.6,2015
1203,"University at Buffalo, the State University of New York",201-300,79-102,0,0,13.1,9.3,2015
150,University of Aberdeen,201-300,22-28,0,13.3,12.2,12.5,2015
1204,University of Alabama at Birmingham,201-300,79-102,0,0,18.1,11.2,2015
135,University of Bergen,201-300,3,0,0,10.7,16.5,2015
256,University of Bologna,201-300,06-ago,0,0,13.8,10,2015
494,University of Bordeaux,201-300,sep-15,0,0,15.9,17.9,2015
108,University of Cape Town,201-300,01-feb,18.5,0,12.2,11.5,2015
191,University of Cincinnati,201-300,79-102,0,0,22.6,9.2,2015
175,University of East Anglia,201-300,22-28,13.6,0,19.2,15.6,2015
409,University of Erlangen-Nuremberg,201-300,14-21,0,0,15.9,14.5,2015
457,University of Florence,201-300,06-ago,0,0,15.2,10.1,2015
298,University of Guelph,201-300,jul-16,0,0,17.5,10.4,2015
334,University of Houston,201-300,79-102,0,0,17.3,13.4,2015
188,University of Innsbruck,201-300,02-mar,0,9.4,14.8,18.6,2015
300,University of Kansas,201-300,79-102,11.5,0,11.3,14.1,2015
301,University of Kentucky,201-300,79-102,10.3,0,3.6,12.1,2015
136,University of Lausanne,201-300,7,0,0,14.9,22,2015
226,University of Leicester,201-300,22-28,0,0,14.6,18.5,2015
920,University of Leipzig,201-300,14-21,11.5,13.3,0,9.3,2015
921,University of Liege,201-300,05-jun,7.3,0,10.1,13.5,2015
478,University of Lisbon,201-300,1,0,8.1,5,12.5,2015
922,University of Lorraine,201-300,sep-15,11.5,16.3,0,9.8,2015
889,University of Mainz,201-300,14-21,0,7.7,8.9,15.9,2015
924,University of Marburg,201-300,14-21,10.3,0,14.3,13.4,2015
890,"University of Maryland, Baltimore",201-300,79-102,0,0,19.1,13.6,2015
1205,University of Montpellier,201-300,sep-15,10.3,0,6.3,17.7,2015
891,University of Nebraska - Lincoln,201-300,79-102,17,0,16.8,11.6,2015
63,University of Notre Dame,201-300,79-102,12.6,0,17.5,13.9,2015
241,University of Otago,201-300,01-feb,0,0,12.2,10.1,2015
222,University of Ottawa,201-300,jul-16,0,0,8.6,14.9,2015
929,University of South Carolina - Columbia,201-300,79-102,0,0,16.8,8.4,2015
343,University of South Florida,201-300,79-102,0,0,16.3,10.4,2015
277,University of Southern Denmark,201-300,4,0,0,7.2,11.9,2015
474,University of Stuttgart,201-300,14-21,18.5,0,10.1,12.2,2015
792,University of Tehran,201-300,1,12.6,0,10,0,2015
279,University of the Witwatersrand,201-300,01-feb,18.5,0,7.1,15.8,2015
280,University of Tsukuba,201-300,08-sep,0,19.6,5.8,10.4,2015
131,University of Victoria,201-300,jul-16,0,0,17.2,11.3,2015
244,University of Waterloo,201-300,jul-16,0,0,14.6,13.8,2015
281,University of Wollongong,201-300,09-nov,0,0,17.4,9.2,2015
82,University of York,201-300,22-28,0,0,13.9,15.2,2015
283,Virginia Polytechnic Institute and State University,201-300,79-102,11.5,0,11.4,11.4,2015
931,Western University,201-300,jul-16,0,0,5.1,13.5,2015
1010,Xian Jiao Tong University,201-300,ago-13,0,0,8.7,7.7,2015
70,Yeshiva University,201-300,79-102,0,0,6.3,21.7,2015
192,Yonsei University,201-300,02-may,0,0,8.6,4.9,2015
307,Aalborg University,301-400,5,0,0,11.2,4.6,2015
1172,Beihang University,301-400,14-27,0,0,8.6,3.9,2015
932,Brigham Young University,301-400,103-125,8.9,0,12.2,8.4,2015
1173,Central South University,301-400,14-27,0,0,7.1,2.1,2015
248,Chalmers University of Technology,301-400,08-oct,0,0,8.9,10.7,2015
670,Chiba University,301-400,10-dic,0,0,10,9.7,2015
577,China Agricultural University,301-400,14-27,0,0,0,13.9,2015
1208,China Medical University,301-400,03-may,0,0,13.6,2.1,2015
933,City University of New York City College,301-400,103-125,31.2,0,5.1,6.9,2015
681,Dalian University of Technology,301-400,14-27,0,0,5,5,2015
358,Deakin University,301-400,dic-19,0,0,0,8.6,2015
190,Drexel University,301-400,103-125,0,0,12.3,10.3,2015
934,Ecole Polytechnique,301-400,16-18,21.8,0,5.1,10.9,2015
114,Eindhoven University of Technology,301-400,11-dic,0,0,12.3,9.2,2015
1174,ESPCI ParisTech,301-400,16-18,7.3,18.8,0,10.3,2015
583,Federal University of Rio de Janeiro,301-400,02-abr,0,0,0,6.1,2015
359,Flinders University,301-400,dic-19,15.4,0,5.1,5.1,2015
164,Georgetown University,301-400,103-125,0,0,11.1,7.5,2015
361,Griffith University,301-400,dic-19,0,0,3.6,8.2,2015
975,Hannover Medical School,301-400,22-28,0,0,8.7,7.9,2015
452,Hanyang University,301-400,06-ago,0,0,0,6.9,2015
467,Indian Institute of Science,301-400,1,0,0,7.2,2.7,2015
316,Jagiellonian University,301-400,01-feb,10.3,0,3.6,5.9,2015
495,James Cook University,301-400,dic-19,0,0,10.1,15.4,2015
318,Keio University,301-400,10-dic,0,0,10.1,12.2,2015
1182,King Abdullah University of Science and Technology,301-400,3,0,0,20.3,9.5,2015
366,Kobe University,301-400,10-dic,14.5,0,5.1,11.5,2015
367,Kyung Hee University,301-400,06-ago,0,0,5,4.4,2015
125,Lancaster University,301-400,29-33,0,0,13.9,7.4,2015
976,Lanzhou University,301-400,14-27,0,0,7.1,2.9,2015
977,Linkoping University,301-400,08-oct,0,0,10.7,9.3,2015
1175,London School of Hygiene & Tropical Medicine,301-400,29-33,7.3,0,7.1,7,2015
981,Nankai University,301-400,14-27,0,0,5,5.6,2015
542,National and Kapodistrian University of Athens,301-400,1,0,0,10.6,4.4,2015
426,National Cheng Kung University,301-400,03-may,0,0,10.1,4.9,2015
181,National Chiao Tung University,301-400,03-may,0,0,8.6,8.8,2015
1212,Paris Dauphine University (Paris 9),301-400,16-18,20.5,26.6,3.6,0,2015
28,Pohang University of Science and Technology,301-400,06-ago,0,0,7.1,9.1,2015
384,Polytechnic University of Valencia,301-400,06-ago,0,0,10.4,8.9,2015
941,Queen's University Belfast,301-400,29-33,17.8,0,0,10.1,2015
104,Rensselaer Polytechnic Institute,301-400,103-125,12.6,0,13.9,12,2015
386,Saint Petersburg State University,301-400,2,26.7,0,0,6.7,2015
456,San Diego State University,301-400,103-125,0,0,14.3,10.1,2015
943,Scuola Normale Superiore - Pisa,301-400,09-oct,0,0,7.2,6.1,2015
944,Shandong University,301-400,14-27,0,0,0,3.4,2015
776,Sichuan University,301-400,14-27,0,0,0,4.3,2015
622,South China University of Technology,301-400,14-27,0,0,7.1,5.1,2015
985,Southeast University,301-400,14-27,0,0,8.7,5.6,2015
388,Swinburne University of Technology,301-400,dic-19,0,0,11.3,10.7,2015
463,Technical University of Berlin,301-400,22-28,16.2,0,7.8,7.4,2015
438,Temple University,301-400,103-125,0,0,13.3,7,2015
905,The Hong Kong Polytechnic University,301-400,5,0,0,11.3,4.9,2015
1213,"The University of Newcastle, Australia",301-400,dic-19,0,0,11.1,5.6,2015
912,The University of Reading,301-400,29-33,0,0,14.3,8.4,2015
952,The University of Texas at Dallas,301-400,103-125,0,0,10.1,11.8,2015
913,The University of Texas Health Science Center at San Antonio,301-400,103-125,0,0,20.1,8.5,2015
954,Thomas Jefferson University,301-400,103-125,0,0,8.9,7.2,2015
626,Tianjin University,301-400,14-27,0,0,0,1.5,2015
628,Tongji University,301-400,14-27,0,0,0,8.4,2015
233,Tulane University,301-400,103-125,0,0,12.2,8.7,2015
914,Umea University,301-400,08-oct,0,0,12.2,10.4,2015
1177,UNESP,301-400,02-abr,0,0,0,6.6,2015
1215,University at Albany (State University of New York),301-400,103-125,0,0,13.1,8.7,2015
94,University College Dublin,301-400,2,0,0,10.7,9.7,2015
296,University of Antwerp,301-400,7,0,0,5.1,10.7,2015
652,University of Belgrade,301-400,1,0,0,0,2.5,2015
915,University of Bochum,301-400,22-28,0,0,13.3,7.4,2015
1178,University of Campinas,301-400,02-abr,0,0,3.6,2.9,2015
916,University of Central Florida,301-400,103-125,0,0,13.6,10.4,2015
576,University of Chile,301-400,1,7.3,0,0,11.1,2015
917,University of Colorado at Denver,301-400,103-125,0,0,15.9,10.8,2015
416,University of Connecticut,301-400,103-125,11.5,0,8,8.6,2015
918,University of Duesseldorf,301-400,22-28,11.5,0,6.1,9.6,2015
439,University of Duisburg-Essen,301-400,22-28,0,0,8.6,9.7,2015
993,University of Giessen,301-400,22-28,0,0,12.3,9.9,2015
584,University of Granada,301-400,06-ago,0,0,7.1,7.6,2015
996,University of Malaya,301-400,1,0,0,5,0,2015
337,University of Manitoba,301-400,17-18,0,0,8.1,8,2015
926,University of Missouri - Columbia,301-400,103-125,8.9,0,3.6,12.5,2015
1217,University of Montana - Missoula,301-400,103-125,5.1,0,15.9,13.9,2015
505,University of Naples Federico II,301-400,09-oct,0,0,3.6,4.2,2015
962,University of New Hampshire - Durham,301-400,103-125,0,0,14.3,10.3,2015
417,University of Oregon,301-400,103-125,8.9,0,10.1,14.8,2015
514,University of Oulu,301-400,02-mar,11.5,0,8.6,7,2015
342,University of Porto,301-400,2,0,0,0,10.7,2015
554,University of Saskatchewan,301-400,17-18,8.9,0,7.9,7.6,2015
103,University of St Andrews,301-400,29-33,10.3,0,3.8,17.5,2015
347,University of Tasmania,301-400,dic-19,0,0,10.1,15.1,2015
1004,"University of Technology, Sydney",301-400,dic-19,0,0,14.3,3.9,2015
399,University of Turku,301-400,02-mar,0,0,6.3,8.2,2015
185,University of Twente,301-400,11-dic,0,0,5.1,8.3,2015
967,University of Ulm,301-400,22-28,0,0,12.3,12.6,2015
348,University of Valencia,301-400,06-ago,0,0,8.6,7.6,2015
432,University of Vermont,301-400,103-125,13.6,0,12.2,11.4,2015
350,University of Warsaw,301-400,01-feb,15.4,0,0,8.8,2015
400,University of Wyoming,301-400,103-125,0,0,8.6,14.4,2015
353,Washington State University,301-400,103-125,0,0,17.3,8.5,2015
284,Wayne State University,301-400,103-125,0,0,3.6,9.3,2015
403,Wuhan University,301-400,14-27,0,0,0,2.5,2015
563,Xiamen University,301-400,14-27,0,0,5.5,9.2,2015
308,Aalto University,401-500,04-jun,0,0,0,10.4,2015
645,Aristotle University of Thessaloniki,401-500,2,0,0,4.9,1.5,2015
355,Auburn University,401-500,126-146,0,0,8.6,6.3,2015
309,Bar-Ilan University,401-500,05-jun,0,0,7.2,6.9,2015
570,Ben-Gurion University of the Negev,401-500,05-jun,0,0,3.6,5.6,2015
173,Bielefeld University,401-500,29-39,0,0,11.8,8.6,2015
162,Boston College,401-500,126-146,0,0,8.6,14.1,2015
1179,Brunel University,401-500,34-37,0,0,12.2,3.6,2015
659,Cairo University,401-500,1,19.2,0,0,3.9,2015
662,Capital Medical University,401-500,28-32,0,0,0,0,2015
247,Carleton University,401-500,19-20,0,0,12.2,5.5,2015
970,Catholic University of Chile,401-500,2,0,0,3.6,8,2015
1181,Catholic University of Korea,401-500,09-dic,0,0,0,1.5,2015
525,Catholic University of the Sacred Heart,401-500,nov-20,0,0,3.6,7,2015
666,Chang Gung University,401-500,06-jul,0,0,3.6,2.7,2015
356,Clemson University,401-500,126-146,0,0,6.3,7.8,2015
530,East China University of Science and Technology,401-500,28-32,0,0,5,4.6,2015
935,Eotvos Lorand University,401-500,01-feb,13.6,0,10.1,7,2015
475,Ewha Womans University,401-500,09-dic,0,0,5,8.6,2015
691,Federal University of Minas Gerais,401-500,05-jun,0,0,3.6,4.4,2015
693,Federal University of Rio Grande do Sul,401-500,05-jun,0,0,0,5,2015
531,Florida International University,401-500,126-146,0,0,5,6.2,2015
364,Hiroshima University,401-500,13-18,0,0,4.8,11,2015
712,Istanbul University,401-500,1,13.6,0,0,3.4,2015
589,Kanazawa University,401-500,13-18,0,0,5.1,10,2015
365,Kansas State University,401-500,126-146,0,0,7.1,10.5,2015
939,King Fahd University of Petroleum & Minerals,401-500,4,0,0,21.1,4.6,2015
724,Kyungpook National University,401-500,09-dic,0,0,0,3.3,2015
979,Medical University of Graz,401-500,04-jun,0,9.4,3.6,4.4,2015
212,Medical University of South Carolina,401-500,126-146,0,0,7.2,3.3,2015
414,MINES ParisTech,401-500,19-22,13.6,24.9,0,3.6,2015
1183,Nanjing Medical University,401-500,28-32,0,0,0,3.9,2015
982,Nara Institute of Science and Technology,401-500,13-18,0,0,13.3,13.5,2015
163,National Sun Yat-Sen University,401-500,06-jul,0,0,12.3,2.3,2015
750,Okayama University,401-500,13-18,0,0,3.6,9,2015
604,Oklahoma State University,401-500,126-146,0,0,8.6,4.6,2015
1184,Peking Union Medical College,401-500,28-32,0,0,0,10.8,2015
382,Polytechnic University of Catalonia,401-500,sep-13,0,0,5,9.3,2015
612,Pusan National University,401-500,09-dic,0,0,0,4.3,2015
291,Queensland University of Technology,401-500,20,0,0,0,3.3,2015
492,Rush University,401-500,126-146,0,0,10.7,6.7,2015
497,Saint Louis University,401-500,126-146,0,11.5,5.1,5,2015
326,Sharif University of Technology,401-500,2,15.4,0,3.6,0,2015
621,Soochow University,401-500,28-32,0,0,0,4,2015
946,State University of New York Health Science Center at Brooklyn,401-500,126-146,0,15.4,5.1,6.7,2015
271,Stellenbosch University,401-500,03-abr,0,0,5,5.3,2015
947,Stockholm School of Economics,401-500,11,0,16.3,0,,2015
461,Syracuse University,401-500,126-146,0,0,8.1,8,2015
949,Technical University Darmstadt,401-500,29-39,14.5,0,3.6,7.6,2015
986,Technical University of Braunschweig,401-500,29-39,12.6,0,3.6,8.6,2015
794,Texas Tech University,401-500,126-146,0,0,5.1,3.3,2015
953,The University of Texas Medical Branch at Galveston,401-500,126-146,0,0,13.9,5.5,2015
989,The University of Tokushima,401-500,13-18,13.6,0,5.1,8,2015
955,Tokyo Medical and Dental University,401-500,13-18,0,0,3.6,9.2,2015
328,University College Cork,401-500,3,0,0,13.1,7.5,2015
956,University of Alaska - Fairbanks,401-500,126-146,0,0,12.2,11.7,2015
990,University of Arkansas at Fayetteville,401-500,126-146,0,0,12.2,6.1,2015
1185,University of Arkansas at Little Rock,401-500,126-146,0,0,10.7,2.1,2015
1186,University of Auvergne,401-500,19-22,0,0,7.1,10.5,2015
274,University of Bath,401-500,34-37,0,0,5.1,11.7,2015
992,University of Bayreuth,401-500,29-39,0,0,8.6,13.3,2015
465,University of Bremen,401-500,29-39,0,0,0,14.1,2015
391,University of Coimbra,401-500,3,0,0,0,7.2,2015
331,University of Eastern Finland,401-500,04-jun,0,0,10.7,5.7,2015
237,University of Essex,401-500,34-37,19.2,0,8.6,1.5,2015
332,University of Ferrara,401-500,nov-20,0,0,10.1,5.9,2015
532,University of Genoa,401-500,nov-20,0,0,7.2,4.2,2015
275,University of Graz,401-500,04-jun,7.3,9.4,0,6.2,2015
960,University of Halle-Wittenberg,401-500,29-39,0,6.7,3.6,9.4,2015
994,University of Hannover,401-500,29-39,0,0,8.6,10.6,2015
961,University of Jena,401-500,29-39,0,0,0,9.3,2015
995,University of Jyvaskyla,401-500,04-jun,0,0,3.6,10.3,2015
186,University of Konstanz,401-500,29-39,0,0,12.1,11.4,2015
441,University of KwaZulu-Natal,401-500,03-abr,0,0,3.6,8.4,2015
729,University of Ljubljana,401-500,1,0,0,0,7.7,2015
338,"University of Maryland, Baltimore County",401-500,126-146,0,0,17.4,6.5,2015
997,University of Milan - Bicocca,401-500,nov-20,0,0,5,5.6,2015
546,University of Nice Sophia Antipolis,401-500,19-22,0,0,3.6,16.3,2015
963,University of Oklahoma - Norman,401-500,126-146,0,0,5.1,10,2015
549,University of Palermo,401-500,nov-20,0,0,6.3,6.6,2015
550,University of Parma,401-500,nov-20,0,0,13.6,2.1,2015
430,University of Pavia,401-500,nov-20,0,0,5,5.7,2015
999,University of Perugia,401-500,nov-20,0,0,3.6,7.5,2015
1001,University of Quebec,401-500,19-20,0,0,0,9.8,2015
964,University of Regensburg,401-500,29-39,0,0,3.6,13.9,2015
615,University of Rennes 1,401-500,19-22,0,0,3.6,9.2,2015
965,University of Rhode Island,401-500,126-146,0,0,15.2,6.1,2015
966,University of Roma - Tor Vergata,401-500,nov-20,0,0,0,8.8,2015
1187,University of Rostock,401-500,29-39,0,0,8.6,8.4,2015
1002,University of Santiago Compostela,401-500,sep-13,0,0,7.1,6.1,2015
1188,"University of Science, Malaysia",401-500,2,0,0,7.1,3.3,2015
619,University of Seville,401-500,sep-13,0,0,0,7.5,2015
345,University of Surrey,401-500,34-37,0,0,8.6,4.9,2015
788,University of Szeged,401-500,01-feb,0,13.3,3.6,3.4,2015
568,University of the Basque Country,401-500,sep-13,0,0,3.6,7.1,2015
263,University of Trieste,401-500,nov-20,0,0,5,10.9,2015
401,University of Zaragoza,401-500,sep-13,0,0,7.6,5.1,2015
1190,Utah State University,401-500,126-146,13.6,0,3.6,10.8,2015
351,Vienna University of Technology,401-500,04-jun,0,0,0,12.2,2015
92,Wake Forest University,401-500,126-146,0,0,14.9,7.5,2015
